Date,Product_Name,Category,Quantity_Sold,Selling_Price,Cost_Price,Total_Sales_Value,Promotion_Type,Discount_Percentage,Start_Date,End_Date,HSN_Code,GST_Percentage
23-08-2024,Scrunchie Pack,Hair Accessories,1,731.73,633.59,744.82,Festival Sale,20,23-08-2024,28-08-2024,96151900,18
23-08-2024,Fabric Belt,Belts,3,1012.25,726.73,3076.17,Festival Sale,28,23-08-2024,28-08-2024,42033000,18
23-08-2024,Headband,Hair Accessories,5,683.97,411.24,3479.7,No Promotion,0,23-08-2024,28-08-2024,96151900,18
23-08-2024,Leather Tote Bag,Handbags,4,4446.98,2913.11,17523.48,No Promotion,0,23-08-2024,30-08-2024,42022290,18
23-08-2024,Headband,Hair Accessories,3,1041.9,691.91,3091.11,Seasonal Offer,16,23-08-2024,24-08-2024,96151900,18
23-08-2024,Smart Watch,Watches,3,8202.85,3745.16,24259.68,No Promotion,0,23-08-2024,29-08-2024,91021100,18
23-08-2024,Winter Wool Scarf,Scarves,3,1066.08,1054.19,3151.8,Clearance Sale,45,23-08-2024,29-08-2024,62143000,12
23-08-2024,Turban,Hair Accessories,3,400.78,492.66,1181.34,Clearance Sale,58,23-08-2024,29-08-2024,96151900,18
23-08-2024,Scrunchie Pack,Hair Accessories,2,1128.77,621.66,2286.2,No Promotion,0,23-08-2024,29-08-2024,96151900,18
24-08-2024,Winter Wool Scarf,Scarves,6,1408.31,703.84,8316.78,No Promotion,0,24-08-2024,31-08-2024,62143000,12
24-08-2024,Silk Scarf,Scarves,8,972.53,582.13,7772.48,No Promotion,0,24-08-2024,25-08-2024,62143000,12
24-08-2024,Scrunchie Pack,Hair Accessories,2,255.12,290.35,517.14,Clearance Sale,40,24-08-2024,31-08-2024,96151900,18
24-08-2024,Silver Bracelet,Jewelry,4,2120.03,2143.41,8427.6,Clearance Sale,48,24-08-2024,27-08-2024,71131100,3
24-08-2024,Sports Sunglasses,Sunglasses,5,1707.01,1833.06,8594.5,Clearance Sale,47,24-08-2024,26-08-2024,90041000,12
24-08-2024,Western Belt,Belts,1,2462.7,1301.5,2508.2,No Promotion,0,24-08-2024,27-08-2024,42033000,18
24-08-2024,Waist Belt,Belts,6,1100.35,1420.06,6715.26,Clearance Sale,52,24-08-2024,28-08-2024,42033000,18
24-08-2024,Sports Watch,Watches,6,3706.48,3329.53,22306.92,Festival Sale,23,24-08-2024,28-08-2024,91021100,18
24-08-2024,Cat Eye Sunglasses,Sunglasses,3,3279.28,1979.14,9711.03,No Promotion,0,24-08-2024,29-08-2024,90041000,12
24-08-2024,Aviator Sunglasses,Sunglasses,3,1269.04,1935.31,3836.13,Clearance Sale,59,24-08-2024,29-08-2024,90041000,12
24-08-2024,Western Belt,Belts,2,1551.01,994.33,3069.34,Festival Sale,17,24-08-2024,26-08-2024,42033000,18
24-08-2024,Sports Sunglasses,Sunglasses,2,3340.35,2428.77,6801.56,Festival Sale,23,24-08-2024,28-08-2024,90041000,12
24-08-2024,Sports Watch,Watches,8,5838.2,4787.66,46904.96,Seasonal Offer,17,24-08-2024,30-08-2024,91021100,18
24-08-2024,Aviator Sunglasses,Sunglasses,2,1035.93,929.36,2103.2,Flash Sale,33,24-08-2024,29-08-2024,90041000,12
24-08-2024,Sports Watch,Watches,2,7046.43,3682.74,13890.86,No Promotion,0,24-08-2024,31-08-2024,91021100,18
24-08-2024,Oversized Sunglasses,Sunglasses,2,3108.76,2308.1,6103.28,Festival Sale,26,24-08-2024,28-08-2024,90041000,12
24-08-2024,Pearl Necklace,Jewelry,5,4348.47,2068.05,21895.1,No Promotion,0,24-08-2024,26-08-2024,71131100,3
24-08-2024,Cotton Scarf,Scarves,5,1043.46,682.36,5117.25,No Promotion,0,24-08-2024,29-08-2024,62143000,12
26-08-2024,Pearl Necklace,Jewelry,2,2456.31,2670.33,4863.54,Clearance Sale,43,26-08-2024,27-08-2024,71131100,3
26-08-2024,Winter Wool Scarf,Scarves,2,1781.86,1007.05,3636.26,No Promotion,0,26-08-2024,27-08-2024,62143000,12
26-08-2024,Turban,Hair Accessories,7,1034.27,535.61,7244.16,No Promotion,0,26-08-2024,27-08-2024,96151900,18
26-08-2024,Scrunchie Pack,Hair Accessories,2,947.3,733.96,1869.62,Seasonal Offer,10,26-08-2024,01-09-2024,96151900,18
26-08-2024,Pearl Necklace,Jewelry,2,4673.17,2746.39,9333.7,Seasonal Offer,13,26-08-2024,28-08-2024,71131100,3
26-08-2024,Leather Belt,Belts,3,680.69,734.02,2037.99,Clearance Sale,57,26-08-2024,30-08-2024,42033000,18
26-08-2024,Pashmina Shawl,Scarves,6,1201.34,628.8,7223.16,No Promotion,0,26-08-2024,29-08-2024,62143000,12
26-08-2024,Hair Clip Set,Hair Accessories,7,869.13,552.63,6109.53,No Promotion,0,26-08-2024,31-08-2024,96151900,18
26-08-2024,Cat Eye Sunglasses,Sunglasses,2,2327.08,2453.92,4743.84,Clearance Sale,56,26-08-2024,30-08-2024,90041000,12
26-08-2024,Leather Belt,Belts,1,1886.45,968.41,1877.31,No Promotion,0,26-08-2024,31-08-2024,42033000,18
26-08-2024,Sports Watch,Watches,5,3161.15,4689.28,15638.9,Clearance Sale,55,26-08-2024,01-09-2024,91021100,18
26-08-2024,Crossbody Bag,Handbags,1,4120.57,3337.81,4073.29,Festival Sale,19,26-08-2024,01-09-2024,42022290,18
27-08-2024,Printed Scarf,Scarves,5,1199.02,1075.98,5965.35,Festival Sale,25,27-08-2024,29-08-2024,62143000,12
27-08-2024,Pashmina Shawl,Scarves,4,372.94,482.92,1501.28,Clearance Sale,46,27-08-2024,01-09-2024,62143000,12
27-08-2024,Leather Tote Bag,Handbags,1,6829.48,4213.45,6962.43,No Promotion,0,27-08-2024,30-08-2024,42022290,18
27-08-2024,Crossbody Bag,Handbags,3,4341.98,3728.49,12822.93,Festival Sale,30,27-08-2024,30-08-2024,42022290,18
27-08-2024,Western Belt,Belts,1,1205.11,747.55,1208.54,No Promotion,0,27-08-2024,02-09-2024,42033000,18
27-08-2024,Pearl Necklace,Jewelry,2,1946.85,1893.69,3878,Flash Sale,35,27-08-2024,02-09-2024,71131100,3
27-08-2024,Statement Necklace,Jewelry,2,3458.89,2223.24,7003.34,No Promotion,0,27-08-2024,03-09-2024,71131100,3
27-08-2024,Scrunchie Pack,Hair Accessories,1,500.33,405,507.6,Seasonal Offer,18,27-08-2024,31-08-2024,96151900,18
27-08-2024,Statement Necklace,Jewelry,1,1732.13,1572.89,1761.24,Clearance Sale,47,27-08-2024,02-09-2024,71131100,3
27-08-2024,Oversized Sunglasses,Sunglasses,3,1238.27,1667.35,3670.95,Clearance Sale,55,27-08-2024,02-09-2024,90041000,12
27-08-2024,Hair Pin Set,Hair Accessories,4,711.5,406.3,2829.44,No Promotion,0,27-08-2024,30-08-2024,96151900,18
27-08-2024,Charm Bracelet,Jewelry,3,822.57,911.83,2455.8,Clearance Sale,57,27-08-2024,02-09-2024,71131100,3
27-08-2024,Backpack Purse,Handbags,4,2634.16,2971.54,10362.8,Clearance Sale,60,27-08-2024,01-09-2024,42022290,18
27-08-2024,Backpack Purse,Handbags,2,5191.74,3122.2,10527.2,Seasonal Offer,12,27-08-2024,02-09-2024,42022290,18
27-08-2024,Clutch Purse,Handbags,4,3448.83,2212.3,13979.72,Festival Sale,20,27-08-2024,02-09-2024,42022290,18
27-08-2024,Shoulder Bag,Handbags,5,1719.34,1284.44,8704.8,Festival Sale,29,27-08-2024,28-08-2024,42022290,18
27-08-2024,Sports Sunglasses,Sunglasses,4,1047.02,1001.21,4200.96,Flash Sale,38,27-08-2024,31-08-2024,90041000,12
27-08-2024,Dress Watch,Watches,3,5161.27,3724.94,15255.45,Festival Sale,19,27-08-2024,31-08-2024,91021100,18
27-08-2024,Hair Clip Set,Hair Accessories,8,207.79,213.26,1637.36,Clearance Sale,43,27-08-2024,28-08-2024,96151900,18
28-08-2024,Printed Scarf,Scarves,3,726,420.49,2170.14,Seasonal Offer,11,28-08-2024,29-08-2024,62143000,12
28-08-2024,Sports Watch,Watches,1,2512.88,1512.28,2497.08,No Promotion,0,28-08-2024,31-08-2024,91021100,18
28-08-2024,Charm Bracelet,Jewelry,3,3893.27,2222.92,11496.9,No Promotion,0,28-08-2024,02-09-2024,71131100,3
28-08-2024,Headband,Hair Accessories,3,379.35,386.24,1132.41,Clearance Sale,45,28-08-2024,30-08-2024,96151900,18
28-08-2024,Silver Bracelet,Jewelry,4,1711.29,2160.29,6919.96,Clearance Sale,45,28-08-2024,02-09-2024,71131100,3
28-08-2024,Western Belt,Belts,3,1332.2,990.02,3964.11,Seasonal Offer,17,28-08-2024,03-09-2024,42033000,18
28-08-2024,Scrunchie Pack,Hair Accessories,1,959.11,584.8,948.87,No Promotion,0,28-08-2024,29-08-2024,96151900,18
28-08-2024,Chain Belt,Belts,3,1596.01,1312.92,4762.26,Festival Sale,19,28-08-2024,31-08-2024,42033000,18
28-08-2024,Sports Sunglasses,Sunglasses,3,2566.69,1991.4,7770.45,Flash Sale,36,28-08-2024,29-08-2024,90041000,12
28-08-2024,Turban,Hair Accessories,2,1059.38,773.39,2127.28,Festival Sale,21,28-08-2024,01-09-2024,96151900,18
28-08-2024,Sports Watch,Watches,1,3856.41,2110.71,3860.95,Seasonal Offer,13,28-08-2024,30-08-2024,91021100,18
28-08-2024,Smart Watch,Watches,2,3509.43,4629.8,7119.88,Clearance Sale,60,28-08-2024,04-09-2024,91021100,18
28-08-2024,Fabric Belt,Belts,5,1111.56,676.66,5568.45,Seasonal Offer,16,28-08-2024,29-08-2024,42033000,18
28-08-2024,Cotton Scarf,Scarves,4,436.98,453.78,1771.92,Clearance Sale,54,28-08-2024,02-09-2024,62143000,12
28-08-2024,Backpack Purse,Handbags,4,1752.47,1539.29,7010.04,Clearance Sale,43,28-08-2024,03-09-2024,42022290,18
28-08-2024,Pearl Necklace,Jewelry,3,1092.35,1633.87,3337.02,Clearance Sale,53,28-08-2024,29-08-2024,71131100,3
28-08-2024,Cat Eye Sunglasses,Sunglasses,2,3670.09,1955.1,7210.8,Seasonal Offer,15,28-08-2024,29-08-2024,90041000,12
28-08-2024,Pearl Necklace,Jewelry,1,1722.06,887.08,1739.71,No Promotion,0,28-08-2024,03-09-2024,71131100,3
28-08-2024,Aviator Sunglasses,Sunglasses,1,2207.05,1293.73,2209.97,Festival Sale,21,28-08-2024,29-08-2024,90041000,12
28-08-2024,Winter Wool Scarf,Scarves,4,2423.63,1412.68,9879.16,Festival Sale,18,28-08-2024,03-09-2024,62143000,12
28-08-2024,Headband,Hair Accessories,3,574.91,563.37,1746.18,Clearance Sale,41,28-08-2024,01-09-2024,96151900,18
28-08-2024,Smart Watch,Watches,4,10422.61,5581.26,41370.64,No Promotion,0,28-08-2024,30-08-2024,91021100,18
28-08-2024,Clutch Purse,Handbags,3,4386.74,2232.82,13367.79,No Promotion,0,28-08-2024,03-09-2024,42022290,18
29-08-2024,Leather Tote Bag,Handbags,7,7855.57,4389.1,54708.57,No Promotion,0,29-08-2024,01-09-2024,42022290,18
29-08-2024,Digital Watch,Watches,4,2208.71,2069.09,9014.4,Clearance Sale,46,29-08-2024,31-08-2024,91021100,18
29-08-2024,Leather Belt,Belts,3,2296.19,1220.72,6898.23,No Promotion,0,29-08-2024,31-08-2024,42033000,18
29-08-2024,Winter Wool Scarf,Scarves,2,2238.81,1267.91,4438.32,Seasonal Offer,16,29-08-2024,01-09-2024,62143000,12
29-08-2024,Charm Bracelet,Jewelry,5,2673.72,1518.19,13144.45,No Promotion,0,29-08-2024,01-09-2024,71131100,3
29-08-2024,Clutch Purse,Handbags,5,5009.22,4313.2,25053.3,Festival Sale,24,29-08-2024,03-09-2024,42022290,18
29-08-2024,Winter Wool Scarf,Scarves,3,2060.84,1280.28,6099.45,No Promotion,0,29-08-2024,01-09-2024,62143000,12
29-08-2024,Backpack Purse,Handbags,10,2258.16,1851.45,22311.5,Flash Sale,29,29-08-2024,04-09-2024,42022290,18
29-08-2024,Silk Scarf,Scarves,3,1171.45,655.83,3543.3,Festival Sale,17,29-08-2024,31-08-2024,62143000,12
29-08-2024,Pashmina Shawl,Scarves,1,686.39,851.07,676.25,Clearance Sale,47,29-08-2024,31-08-2024,62143000,12
29-08-2024,Cotton Scarf,Scarves,2,1522.49,808.8,3027.98,No Promotion,0,29-08-2024,03-09-2024,62143000,12
29-08-2024,Sports Watch,Watches,6,8779.27,5822.67,53523,No Promotion,0,29-08-2024,02-09-2024,91021100,18
29-08-2024,Sports Sunglasses,Sunglasses,5,2299.86,1392.24,11300.8,No Promotion,0,29-08-2024,31-08-2024,90041000,12
29-08-2024,Headband,Hair Accessories,4,229.63,404.44,930.56,Clearance Sale,60,29-08-2024,05-09-2024,96151900,18
29-08-2024,Chain Belt,Belts,1,2988.43,1711.14,2991.98,No Promotion,0,29-08-2024,30-08-2024,42033000,18
29-08-2024,Leather Tote Bag,Handbags,2,2801.38,1640.55,5610.3,No Promotion,0,29-08-2024,04-09-2024,42022290,18
30-08-2024,Sports Sunglasses,Sunglasses,5,2488.43,1525.71,12380.15,No Promotion,0,30-08-2024,05-09-2024,90041000,12
30-08-2024,Hair Clip Set,Hair Accessories,5,1097.67,755.82,5452.35,No Promotion,0,30-08-2024,31-08-2024,96151900,18
30-08-2024,Smart Watch,Watches,3,1538.76,1562.17,4666.14,Clearance Sale,53,30-08-2024,04-09-2024,91021100,18
30-08-2024,Sports Watch,Watches,5,5676.84,4360.83,28552.75,Flash Sale,38,30-08-2024,04-09-2024,91021100,18
30-08-2024,Sports Sunglasses,Sunglasses,2,2786.66,1832.42,5653.7,Flash Sale,25,30-08-2024,31-08-2024,90041000,12
30-08-2024,Western Belt,Belts,1,653.08,667.22,663,Clearance Sale,51,30-08-2024,05-09-2024,42033000,18
30-08-2024,Fabric Belt,Belts,7,1773.81,1353.39,12257.28,Flash Sale,37,30-08-2024,04-09-2024,42033000,18
30-08-2024,Turban,Hair Accessories,8,790.96,543.26,6264.88,Seasonal Offer,12,30-08-2024,03-09-2024,96151900,18
30-08-2024,Statement Necklace,Jewelry,3,4572.96,2680.73,13750.41,No Promotion,0,30-08-2024,02-09-2024,71131100,3
30-08-2024,Printed Scarf,Scarves,4,2209.3,1171.4,8982.4,No Promotion,0,30-08-2024,05-09-2024,62143000,12
30-08-2024,Cotton Scarf,Scarves,5,754.17,438.83,3778.4,Festival Sale,21,30-08-2024,03-09-2024,62143000,12
30-08-2024,Charm Bracelet,Jewelry,4,2846.66,1756.94,11481.04,Festival Sale,15,30-08-2024,04-09-2024,71131100,3
30-08-2024,Fabric Belt,Belts,5,1229.26,1303.13,6078.7,Flash Sale,34,30-08-2024,03-09-2024,42033000,18
30-08-2024,Clutch Purse,Handbags,5,9671.79,4675.01,49152,No Promotion,0,30-08-2024,31-08-2024,42022290,18
30-08-2024,Pashmina Shawl,Scarves,6,708.8,588.77,4261.08,Festival Sale,21,30-08-2024,01-09-2024,62143000,12
30-08-2024,Fabric Belt,Belts,5,1315.13,1439.76,6551.7,Clearance Sale,50,30-08-2024,06-09-2024,42033000,18
31-08-2024,Crossbody Bag,Handbags,4,8575.38,4695.63,33647.76,No Promotion,0,31-08-2024,05-09-2024,42022290,18
31-08-2024,Printed Scarf,Scarves,3,723.16,884.05,2205.69,Clearance Sale,46,31-08-2024,04-09-2024,62143000,12
31-08-2024,Leather Tote Bag,Handbags,3,4452.86,3118.53,13568.1,Seasonal Offer,19,31-08-2024,05-09-2024,42022290,18
31-08-2024,Round Frame,Sunglasses,3,1674.95,1142.95,4928.64,No Promotion,0,31-08-2024,05-09-2024,90041000,12
31-08-2024,Hair Pin Set,Hair Accessories,9,1097.34,780.32,9913.5,No Promotion,0,31-08-2024,03-09-2024,96151900,18
31-08-2024,Pashmina Shawl,Scarves,9,1931.89,872.5,17219.16,No Promotion,0,31-08-2024,04-09-2024,62143000,12
31-08-2024,Analog Watch,Watches,7,3074.37,2408.98,21279.3,Clearance Sale,42,31-08-2024,07-09-2024,91021100,18
31-08-2024,Backpack Purse,Handbags,6,5531.86,3539.9,33439.2,No Promotion,0,31-08-2024,03-09-2024,42022290,18
02-09-2024,Analog Watch,Watches,2,6054.12,4031.14,12248.22,No Promotion,0,02-09-2024,07-09-2024,91021100,18
02-09-2024,Smart Watch,Watches,6,4773.84,3025.09,28901.88,Festival Sale,17,02-09-2024,07-09-2024,91021100,18
02-09-2024,Western Belt,Belts,7,2203.41,1713.81,15262.45,Seasonal Offer,11,02-09-2024,09-09-2024,42033000,18
02-09-2024,Sports Watch,Watches,3,11945.35,5404.6,35354.55,No Promotion,0,02-09-2024,07-09-2024,91021100,18
02-09-2024,Silk Scarf,Scarves,2,2312.27,1132.56,4587.92,No Promotion,0,02-09-2024,05-09-2024,62143000,12
02-09-2024,Pashmina Shawl,Scarves,2,1991.74,1264.41,3992.86,No Promotion,0,02-09-2024,05-09-2024,62143000,12
02-09-2024,Leather Belt,Belts,6,1043.64,866.79,6321.9,Festival Sale,18,02-09-2024,07-09-2024,42033000,18
02-09-2024,Round Frame,Sunglasses,5,1670.41,1915.91,8377.1,Clearance Sale,51,02-09-2024,05-09-2024,90041000,12
02-09-2024,Digital Watch,Watches,2,7272.71,4843.84,14308.18,Festival Sale,18,02-09-2024,07-09-2024,91021100,18
02-09-2024,Oversized Sunglasses,Sunglasses,2,4631.37,2316.99,9130.1,No Promotion,0,02-09-2024,05-09-2024,90041000,12
02-09-2024,Fabric Belt,Belts,3,1944.88,1977.97,5876.16,Clearance Sale,46,02-09-2024,09-09-2024,42033000,18
02-09-2024,Winter Wool Scarf,Scarves,3,2038.29,1236.23,6157.26,No Promotion,0,02-09-2024,07-09-2024,62143000,12
02-09-2024,Statement Necklace,Jewelry,2,4336.04,2991.37,8576.04,Seasonal Offer,20,02-09-2024,04-09-2024,71131100,3
02-09-2024,Waist Belt,Belts,2,2060.87,1243.8,4133.88,No Promotion,0,02-09-2024,04-09-2024,42033000,18
02-09-2024,Statement Necklace,Jewelry,5,2527.32,1367.18,12599.95,No Promotion,0,02-09-2024,06-09-2024,71131100,3
03-09-2024,Round Frame,Sunglasses,2,2848.73,1847.23,5715.22,No Promotion,0,03-09-2024,10-09-2024,90041000,12
03-09-2024,Scrunchie Pack,Hair Accessories,1,868.66,439.57,877.71,No Promotion,0,03-09-2024,10-09-2024,96151900,18
03-09-2024,Winter Wool Scarf,Scarves,8,1739.39,973.99,14090.48,No Promotion,0,03-09-2024,06-09-2024,62143000,12
03-09-2024,Pearl Necklace,Jewelry,6,1202.86,1486.15,7322.76,Clearance Sale,45,03-09-2024,06-09-2024,71131100,3
03-09-2024,Pashmina Shawl,Scarves,1,1961.24,1211.11,2000.33,Festival Sale,17,03-09-2024,08-09-2024,62143000,12
03-09-2024,Round Frame,Sunglasses,4,2107.57,1466.28,8504.92,Festival Sale,22,03-09-2024,09-09-2024,90041000,12
03-09-2024,Charm Bracelet,Jewelry,3,1912,1990.05,5812.41,Clearance Sale,55,03-09-2024,10-09-2024,71131100,3
03-09-2024,Leather Tote Bag,Handbags,5,7715.56,3917.92,38954.95,No Promotion,0,03-09-2024,10-09-2024,42022290,18
03-09-2024,Cotton Scarf,Scarves,1,1992.71,1404,2027.11,No Promotion,0,03-09-2024,07-09-2024,62143000,12
03-09-2024,Sports Sunglasses,Sunglasses,4,3327.3,1825.06,13394.08,No Promotion,0,03-09-2024,06-09-2024,90041000,12
03-09-2024,Smart Watch,Watches,1,4410.03,3582.8,4406.51,Festival Sale,22,03-09-2024,10-09-2024,91021100,18
03-09-2024,Charm Bracelet,Jewelry,5,3428.47,2277.36,16842.85,No Promotion,0,03-09-2024,06-09-2024,71131100,3
03-09-2024,Dress Watch,Watches,4,8520.02,5324.02,34289.84,Festival Sale,21,03-09-2024,08-09-2024,91021100,18
03-09-2024,Pearl Necklace,Jewelry,1,5612.77,2652.31,5720.07,No Promotion,0,03-09-2024,08-09-2024,71131100,3
03-09-2024,Hair Pin Set,Hair Accessories,1,787.15,700.37,791.51,Festival Sale,24,03-09-2024,10-09-2024,96151900,18
04-09-2024,Statement Necklace,Jewelry,4,1315.72,1809.77,5196.92,Clearance Sale,55,04-09-2024,09-09-2024,71131100,3
04-09-2024,Clutch Purse,Handbags,2,1530.31,1967.35,3080.32,Clearance Sale,60,04-09-2024,08-09-2024,42022290,18
04-09-2024,Cotton Scarf,Scarves,4,1534.61,1255.08,6190,Festival Sale,30,04-09-2024,09-09-2024,62143000,12
04-09-2024,Scrunchie Pack,Hair Accessories,3,385.27,256.72,1136.76,Festival Sale,17,04-09-2024,06-09-2024,96151900,18
04-09-2024,Western Belt,Belts,4,1617.65,1431.4,6523.52,Clearance Sale,43,04-09-2024,11-09-2024,42033000,18
04-09-2024,Western Belt,Belts,2,1429.03,1629.87,2805.3,Flash Sale,40,04-09-2024,06-09-2024,42033000,18
04-09-2024,Fabric Belt,Belts,3,1770.92,1842.61,5243.01,Clearance Sale,41,04-09-2024,06-09-2024,42033000,18
04-09-2024,Leather Belt,Belts,1,2315.56,1685.04,2298.62,Festival Sale,29,04-09-2024,09-09-2024,42033000,18
04-09-2024,Silk Scarf,Scarves,6,637.69,440.82,3811.14,Festival Sale,25,04-09-2024,09-09-2024,62143000,12
04-09-2024,Pearl Necklace,Jewelry,8,1824.63,2329.67,14759.52,Clearance Sale,60,04-09-2024,06-09-2024,71131100,3
04-09-2024,Chain Belt,Belts,2,3550.02,1841.37,7035.2,No Promotion,0,04-09-2024,09-09-2024,42033000,18
05-09-2024,Digital Watch,Watches,4,12248.79,5665.24,49296.6,No Promotion,0,05-09-2024,07-09-2024,91021100,18
05-09-2024,Hair Pin Set,Hair Accessories,2,1282.85,602.12,2567.18,No Promotion,0,05-09-2024,07-09-2024,96151900,18
05-09-2024,Turban,Hair Accessories,2,1058.33,739.33,2150.72,No Promotion,0,05-09-2024,07-09-2024,96151900,18
05-09-2024,Chain Belt,Belts,4,929.81,1104.93,3749.8,Clearance Sale,54,05-09-2024,09-09-2024,42033000,18
05-09-2024,Statement Necklace,Jewelry,3,2676.52,1674.18,8020.23,No Promotion,0,05-09-2024,06-09-2024,71131100,3
05-09-2024,Leather Tote Bag,Handbags,3,8921.89,4786.81,26799.93,Seasonal Offer,12,05-09-2024,12-09-2024,42022290,18
05-09-2024,Winter Wool Scarf,Scarves,3,615.84,627.08,1859.16,Clearance Sale,51,05-09-2024,12-09-2024,62143000,12
05-09-2024,Dress Watch,Watches,7,10303.48,4726.66,72205.42,No Promotion,0,05-09-2024,11-09-2024,91021100,18
06-09-2024,Pashmina Shawl,Scarves,3,1746.69,841.35,5189.22,No Promotion,0,06-09-2024,11-09-2024,62143000,12
06-09-2024,Western Belt,Belts,5,1739.39,1669.6,8711.1,Flash Sale,30,06-09-2024,11-09-2024,42033000,18
06-09-2024,Hair Pin Set,Hair Accessories,7,984.31,457.47,6888.49,No Promotion,0,06-09-2024,13-09-2024,96151900,18
06-09-2024,Clutch Purse,Handbags,2,7356.61,3674.28,14595.78,No Promotion,0,06-09-2024,10-09-2024,42022290,18
06-09-2024,Leather Tote Bag,Handbags,9,10652.46,4781.32,94579.74,No Promotion,0,06-09-2024,10-09-2024,42022290,18
06-09-2024,Western Belt,Belts,6,3252.16,1846.12,19492.02,Festival Sale,19,06-09-2024,08-09-2024,42033000,18
06-09-2024,Crossbody Bag,Handbags,5,2288.2,1907.29,11239.5,Festival Sale,28,06-09-2024,09-09-2024,42022290,18
06-09-2024,Crossbody Bag,Handbags,3,4160.58,3595.58,12555.33,Seasonal Offer,20,06-09-2024,10-09-2024,42022290,18
06-09-2024,Sports Sunglasses,Sunglasses,6,1118.1,1151.77,6775.68,Clearance Sale,50,06-09-2024,10-09-2024,90041000,12
06-09-2024,Silk Scarf,Scarves,1,556.85,640.22,552.58,Clearance Sale,55,06-09-2024,07-09-2024,62143000,12
07-09-2024,Oversized Sunglasses,Sunglasses,5,1736.31,1325.31,8795.65,Seasonal Offer,10,07-09-2024,14-09-2024,90041000,12
07-09-2024,Printed Scarf,Scarves,2,914.9,505.72,1800.98,Festival Sale,15,07-09-2024,12-09-2024,62143000,12
07-09-2024,Round Frame,Sunglasses,7,2825.37,2004.05,19867.75,Festival Sale,26,07-09-2024,12-09-2024,90041000,12
07-09-2024,Aviator Sunglasses,Sunglasses,2,1963.64,1534.58,3896.4,Flash Sale,29,07-09-2024,11-09-2024,90041000,12
07-09-2024,Silk Scarf,Scarves,6,759.57,547.49,4544.64,Seasonal Offer,11,07-09-2024,14-09-2024,62143000,12
07-09-2024,Hair Pin Set,Hair Accessories,1,512.91,271.63,522.22,No Promotion,0,07-09-2024,09-09-2024,96151900,18
07-09-2024,Dress Watch,Watches,8,6487.96,3524.39,51473.2,No Promotion,0,07-09-2024,11-09-2024,91021100,18
07-09-2024,Oversized Sunglasses,Sunglasses,3,1491.7,1011.9,4423.77,Flash Sale,32,07-09-2024,14-09-2024,90041000,12
07-09-2024,Digital Watch,Watches,7,5291.28,3299.25,36337.7,No Promotion,0,07-09-2024,12-09-2024,91021100,18
07-09-2024,Sports Sunglasses,Sunglasses,1,1933.62,1024.11,1940.13,No Promotion,0,07-09-2024,12-09-2024,90041000,12
07-09-2024,Clutch Purse,Handbags,3,1840.76,2232.28,5521.62,Clearance Sale,48,07-09-2024,10-09-2024,42022290,18
07-09-2024,Pearl Necklace,Jewelry,5,3547.99,1849.57,17477.85,Seasonal Offer,12,07-09-2024,10-09-2024,71131100,3
07-09-2024,Printed Scarf,Scarves,5,1422.02,1044.72,7176.35,Festival Sale,17,07-09-2024,09-09-2024,62143000,12
07-09-2024,Statement Necklace,Jewelry,3,2003.51,1284.81,6086.22,No Promotion,0,07-09-2024,13-09-2024,71131100,3
07-09-2024,Gold Plated Earrings,Jewelry,9,3121.08,2106.96,28508.31,Flash Sale,25,07-09-2024,11-09-2024,71131100,3
07-09-2024,Hair Pin Set,Hair Accessories,5,1086.72,728.02,5331.6,No Promotion,0,07-09-2024,14-09-2024,96151900,18
07-09-2024,Chain Belt,Belts,1,2906.03,1831.33,2932.97,No Promotion,0,07-09-2024,13-09-2024,42033000,18
07-09-2024,Crossbody Bag,Handbags,9,1930.33,1705.09,17195.94,Flash Sale,37,07-09-2024,13-09-2024,42022290,18
07-09-2024,Statement Necklace,Jewelry,5,1587.29,1090.74,7952.45,No Promotion,0,07-09-2024,14-09-2024,71131100,3
07-09-2024,Round Frame,Sunglasses,6,1202.14,1173.43,7288.5,Clearance Sale,44,07-09-2024,09-09-2024,90041000,12
07-09-2024,Scrunchie Pack,Hair Accessories,3,832.27,583.81,2456.19,No Promotion,0,07-09-2024,10-09-2024,96151900,18
07-09-2024,Scrunchie Pack,Hair Accessories,8,475.78,472.56,3811.76,Clearance Sale,52,07-09-2024,10-09-2024,96151900,18
09-09-2024,Cat Eye Sunglasses,Sunglasses,3,1954.01,922.89,5846.61,No Promotion,0,09-09-2024,12-09-2024,90041000,12
09-09-2024,Scrunchie Pack,Hair Accessories,2,395.21,263.99,799.3,Seasonal Offer,18,09-09-2024,16-09-2024,96151900,18
09-09-2024,Charm Bracelet,Jewelry,1,2939.47,1995.19,2960.29,Seasonal Offer,18,09-09-2024,16-09-2024,71131100,3
09-09-2024,Shoulder Bag,Handbags,4,3482.05,2086.18,13791.56,No Promotion,0,09-09-2024,14-09-2024,42022290,18
09-09-2024,Hair Clip Set,Hair Accessories,1,1571.62,798.09,1581.55,No Promotion,0,09-09-2024,13-09-2024,96151900,18
09-09-2024,Leather Belt,Belts,1,1052.22,931.6,1051.97,Festival Sale,20,09-09-2024,16-09-2024,42033000,18
09-09-2024,Silver Bracelet,Jewelry,2,2058.39,1141.13,4181.28,No Promotion,0,09-09-2024,16-09-2024,71131100,3
